locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
b3947,ptsA,NC_000913.3,,4139720,4142221,-,putative PTS multiphosphoryl transfer protein PtsA,Carbohydrate transport and metabolism,P32670,Op2174
b3949,frwC,NC_000913.3,,4142530,4143609,+,putative PTS enzyme IIC component FrwC,Carbohydrate transport and metabolism,P32672,Op2175
b3950,frwB,NC_000913.3,,4143624,4143944,+,putative PTS enzyme IIB component FrwB,Carbohydrate transport and metabolism,P69816,Op2175
b3951,pflD,NC_000913.3,,4143995,4146292,+,putative formate acetyltransferase 2,Energy production and conversion,P32674,Op2176
b3952,pflC,NC_000913.3,,4146258,4147136,+,putative pyruvate formate-lyase 2 activating enzyme PflC,"Post-translational modification, protein turnover, and chaperones",P32675,Op2176
b3953,frwD,NC_000913.3,,4147138,4147479,+,putative PTS enzyme IIB component FrwD,Carbohydrate transport and metabolism,P32676,Op2177
b3954,yijO,NC_000913.3,,4147466,4148317,-,putative DNA-binding transcriptional regulator YijO,Transcription,P32677,Op2178
b3955,eptC,NC_000913.3,,4148532,4150265,-,phosphoethanolamine transferase EptC,Function unknown,P0CB39,Op2179
b3956,ppc,NC_000913.3,,4150447,4153098,-,phosphoenolpyruvate carboxylase,Coenzyme transport and metabolism,P00864,Op2180
b3957,argE,NC_000913.3,,4153696,4154847,-,acetylornithine deacetylase,Amino acid transport and metabolism,P23908,Op2181
b3958,argC,NC_000913.3,,4155001,4156005,+,N-acetylglutamylphosphate reductase,Amino acid transport and metabolism,P11446,Op2182
b3959,argB,NC_000913.3,,4156013,4156789,+,acetylglutamate kinase,Nucleotide transport and metabolism,P0A6C8,Op2182
b3960,argH,NC_000913.3,,4156850,4158223,+,argininosuccinate lyase,Amino acid transport and metabolism,P11447,Op2182
b3961,oxyR,NC_000913.3,,4158490,4159407,+,DNA-binding transcriptional dual regulator OxyR,Transcription,P0ACQ4,Op2183
b3962,sthA,NC_000913.3,,4159390,4160790,-,soluble pyridine nucleotide transhydrogenase,Energy production and conversion,P27306,Op2184
b3963,fabR,NC_000913.3,,4161067,4161771,+,DNA-binding transcriptional repressor FabR,Transcription,UPI00000D0AD7,Op2185
b3964,yijD,NC_000913.3,,4161771,4162130,+,DUF1422 domain-containing inner membrane protein YijD,Function unknown,P0AF40,Op2185
b3965,trmA,NC_000913.3,,4162170,4163270,-,tRNA m(5)U54 methyltransferase,"Translation, ribosomal structure and biogenesis",P23003,Op2186
b3966,btuB,NC_000913.3,,4163639,4165483,+,cobalamin outer membrane transporter,Inorganic ion transport and metabolism,P06129,Op2187
b3967,murI,NC_000913.3,,4165428,4166285,+,glutamate racemase,Cell wall/membrane/envelope biogenesis,P22634,Op2187
b3972,murB,NC_000913.3,,4172057,4173085,+,UDP-N-acetylenolpyruvoylglucosamine reductase,Cell wall/membrane/envelope biogenesis,P08373,Op2188
b3973,birA,NC_000913.3,,4173082,4174047,+,DNA-binding transcriptional repressor/biotin-[acetyl-CoA-carboxylase] ligase BirA,Transcription,P06709,Op2188
b3974,coaA,NC_000913.3,,4174076,4175026,-,pantothenate kinase,Nucleotide transport and metabolism,P0A6I3,Op2189
b3980,tufB,NC_000913.3,,4175944,4177128,+,translation elongation factor Tu 2,"Translation, ribosomal structure and biogenesis",P0CE48,Op2190
b3981,secE,NC_000913.3,,4177358,4177741,+,Sec translocon subunit SecE,"Intracellular trafficking, secretion, and vesicular transport",P0AG96,Op2191
b3982,nusG,NC_000913.3,,4177743,4178288,+,transcription termination factor NusG,Transcription,P0AFG0,Op2191
b3983,rplK,NC_000913.3,,4178447,4178875,+,50S ribosomal subunit protein L11,"Translation, ribosomal structure and biogenesis",P0A7J7,Op2192
b3984,rplA,NC_000913.3,,4178879,4179583,+,50S ribosomal subunit protein L1,"Translation, ribosomal structure and biogenesis",P0A7L0,Op2192
b3985,rplJ,NC_000913.3,,4179996,4180493,+,50S ribosomal subunit protein L10,"Translation, ribosomal structure and biogenesis",P0A7J3,Op2192
b3986,rplL,NC_000913.3,,4180560,4180925,+,50S ribosomal subunit protein L12,"Translation, ribosomal structure and biogenesis",P0A7K2,Op2192
b3987,rpoB,NC_000913.3,,4181245,4185273,+,RNA polymerase subunit beta,Transcription,P0A8V2,Op2192
b3988,rpoC,NC_000913.3,,4185350,4189573,+,RNA polymerase subunit beta',Transcription,P0A8T7,Op2192
b3989,yjaZ,NC_000913.3,,4189786,4190325,+,protein YjaZ,No COG annotation,P27375,Op2193
b3990,thiH,NC_000913.3,,4190735,4191868,-,2-iminoacetate synthase,Coenzyme transport and metabolism,P30140,Op2194
b3991,thiG,NC_000913.3,,4191865,4192635,-,1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase,Coenzyme transport and metabolism,P30139,Op2194
b4407,thiS,NC_000913.3,,4192637,4192837,-,sulfur carrier protein ThiS,Coenzyme transport and metabolism,O32583,Op2194
b3992,thiF,NC_000913.3,,4192821,4193576,-,sulfur carrier protein ThiS adenylyltransferase,Coenzyme transport and metabolism,P30138,Op2194
b3993,thiE,NC_000913.3,,4193569,4194204,-,thiamine phosphate synthase,Coenzyme transport and metabolism,P30137,Op2194
b3994,thiC,NC_000913.3,,4194204,4196099,-,phosphomethylpyrimidine synthase,Coenzyme transport and metabolism,P30136,Op2194
b3995,rsd,NC_000913.3,,4196332,4196808,-,regulator of sigma D,Transcription,P0AFX4,Op2195
b3996,nudC,NC_000913.3,,4196903,4197676,+,RNA decapping hydrolase,"Replication, recombination and repair",P32664,Op2196
b3997,hemE,NC_000913.3,,4197716,4198780,+,uroporphyrinogen decarboxylase,Coenzyme transport and metabolism,P29680,Op2196
b3998,nfi,NC_000913.3,,4198790,4199461,+,endonuclease V,"Replication, recombination and repair",P68739,Op2196
b3999,yjaG,NC_000913.3,,4199504,4200094,+,DUF416 domain-containing protein YjaG,Function unknown,P32680,Op2197
b4000,hupA,NC_000913.3,,4200281,4200553,+,DNA-binding protein HU-alpha,"Replication, recombination and repair",P0ACF0,Op2198
b4001,yjaH,NC_000913.3,,4200566,4201261,+,DUF1481 domain-containing protein YjaH,Function unknown,P32681,Op2199
b4002,zraP,NC_000913.3,,4201263,4201688,-,signaling pathway modulator ZraP,Cell motility,P0AAA9,Op2200
b4003,zraS,NC_000913.3,,4201926,4203323,+,sensor histidine kinase ZraS,Signal transduction mechanisms,P14377,Op2201
b4004,zraR,NC_000913.3,,4203320,4204645,+,DNA-binding transcriptional activator ZraR,Transcription,P14375,Op2201
b4005,purD,NC_000913.3,,4204642,4205931,-,phosphoribosylamine--glycine ligase,Nucleotide transport and metabolism,P15640,Op2202
b4006,purH,NC_000913.3,,4205943,4207532,-,bifunctional AICAR transformylase/IMP cyclohydrolase,Nucleotide transport and metabolism,P15639,Op2202
b4011,yjaA,NC_000913.3,,4213234,4213617,+,stress response protein,Function unknown,P09162,Op2203
b4012,yjaB,NC_000913.3,,4213680,4214123,-,peptidyl-lysine N-acetyltransferase YjaB,Transcription,P09163,Op2204
b4013,metA,NC_000913.3,,4214280,4215209,+,homoserine O-succinyltransferase,Amino acid transport and metabolism,P07623,Op2205
b4014,aceB,NC_000913.3,,4215478,4217079,+,malate synthase A,Coenzyme transport and metabolism,P08997,Op2206
b4015,aceA,NC_000913.3,,4217109,4218413,+,isocitrate lyase,Energy production and conversion,P0A9G6,Op2206
b4016,aceK,NC_000913.3,,4218596,4220332,+,isocitrate dehydrogenase kinase/phosphatase,Nucleotide transport and metabolism,P11071,Op2206
b4017,arpA,NC_000913.3,,4220301,4222487,-,regulator of acetyl CoA synthetase,Function unknown,P23325,Op2207
b4018,iclR,NC_000913.3,,4222804,4223628,-,DNA-binding transcriptional repressor IclR,Transcription,P16528,Op2208
b4019,metH,NC_000913.3,,4223828,4227511,+,cobalamin-dependent methionine synthase,Coenzyme transport and metabolism,P13009,Op2209
b4020,yjbB,NC_000913.3,,4227731,4229362,+,putative inorganic phosphate export protein YjbB,Inorganic ion transport and metabolism,P0AF43,Op2210
b4021,pepE,NC_000913.3,,4229453,4230142,-,peptidase E,Amino acid transport and metabolism,P0A7C6,Op2211
b4022,rluF,NC_000913.3,,4230354,4231226,+,23S rRNA pseudouridine(2604) and tRNA(Tyr) pseudouridine(35) synthase,"Translation, ribosomal structure and biogenesis",P32684,Op2212
b4023,yjbD,NC_000913.3,,4231359,4231631,-,DUF3811 domain-containing protein YjbD,Function unknown,P32685,Op2213
b4024,lysC,NC_000913.3,,4231884,4233233,-,aspartate kinase III,Amino acid transport and metabolism,P08660,Op2214
b4025,pgi,NC_000913.3,,4233758,4235407,+,glucose-6-phosphate isomerase,Nucleotide transport and metabolism,P0A6T1,Op2215
b4026,yjbE,NC_000913.3,,4235906,4236148,+,uncharacterized protein YjbE,Function unknown,P0AF45,Op2216
b4027,yjbF,NC_000913.3,,4236262,4236900,+,lipoprotein YjbF,Cell wall/membrane/envelope biogenesis,P32687,Op2216
b4028,yjbG,NC_000913.3,,4236897,4237634,+,capsule biosynthesis GfcC family protein YjbG,Function unknown,P32688,Op2216
b4029,yjbH,NC_000913.3,,4237634,4239730,+,YjbH family protein,Cell wall/membrane/envelope biogenesis,P32689,Op2216
b4620,yjbT,NC_000913.3,,4239777,4240055,-,PF17089 family protein YjbT,Function unknown,A5A628,Op16
b4030,psiE,NC_000913.3,,4240325,4240735,+,putative phosphate starvation-inducible protein PsiE,Function unknown,P0A7C8,Op2217
b4031,xylE,NC_000913.3,,4240779,4242254,-,D-xylose:H(+) symporter,Amino acid transport and metabolism,P0AGF4,Op2218
b4032,malG,NC_000913.3,,4242626,4243516,-,maltose ABC transporter membrane subunit MalG,Inorganic ion transport and metabolism,P68183,Op2219
b4033,malF,NC_000913.3,,4243531,4245075,-,maltose ABC transporter membrane subunit MalF,Carbohydrate transport and metabolism,P02916,Op2219
b4034,malE,NC_000913.3,,4245229,4246419,-,maltose ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,P0AEX9,Op2219
b4035,malK,NC_000913.3,,4246784,4247899,+,maltose ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,P68187,Op2220
b4036,lamB,NC_000913.3,,4247971,4249311,+,maltose outer membrane channel/phage lambda receptor protein,Cell wall/membrane/envelope biogenesis,P02943,Op2220
b4037,malM,NC_000913.3,,4249554,4250474,+,maltose regulon periplasmic protein,Function unknown,P03841,Op2220
b4039,ubiC,NC_000913.3,,4252506,4253003,+,chorismate lyase,Coenzyme transport and metabolism,P26602,Op2221
b4040,ubiA,NC_000913.3,,4253016,4253888,+,4-hydroxybenzoate octaprenyltransferase,Coenzyme transport and metabolism,P0AGK1,Op2221
b4041,plsB,NC_000913.3,,4254043,4256466,-,glycerol-3-phosphate 1-O-acyltransferase,Lipid transport and metabolism,P0A7A7,Op2222
b4042,dgkA,NC_000913.3,,4256637,4257005,+,diacylglycerol kinase,Cell wall/membrane/envelope biogenesis,P0ABN1,Op2223
b4043,lexA,NC_000913.3,,4257115,4257723,+,DNA-binding transcriptional repressor LexA,Transcription,P0A7C2,Op2224
b4044,dinF,NC_000913.3,,4257742,4259121,+,DNA damage-inducible protein F,Defense mechanisms,P28303,Op2224
b4045,yjbJ,NC_000913.3,,4259237,4259446,+,putative stress response protein YjbJ,Function unknown,P68206,Op2225
b4046,zur,NC_000913.3,,4259488,4260003,-,DNA-binding transcriptional repressor Zur,Inorganic ion transport and metabolism,P0AC51,Op2226
b4047,yjbL,NC_000913.3,,4260321,4260575,+,uncharacterized protein YjbL,No COG annotation,P32693,Op2227
b4048,yjbM,NC_000913.3,,4260599,4261306,+,DUF2713 domain-containing protein YjbM,Function unknown,P32694,Op2227
b4049,dusA,NC_000913.3,,4261669,4262706,+,tRNA-dihydrouridine synthase A,"Translation, ribosomal structure and biogenesis",P32695,Op2228
b4050,pspG,NC_000913.3,,4262840,4263082,+,phage shock protein G,Function unknown,P32696,Op2229
b4051,qorA,NC_000913.3,,4263248,4264231,-,putative quinone oxidoreductase 1,Energy production and conversion,P28304,Op2230
b4052,dnaB,NC_000913.3,,4264314,4265729,+,replicative DNA helicase,"Replication, recombination and repair",P0ACB0,Op2231
b4053,alr,NC_000913.3,,4265782,4266861,+,alanine racemase 1,Amino acid transport and metabolism,P0A6B4,Op2232
b4054,tyrB,NC_000913.3,,4267114,4268307,+,tyrosine aminotransferase,Amino acid transport and metabolism,P04693,Op2233
b4621,yjbS,NC_000913.3,,4268809,4269012,-,uncharacterized protein YjbS,No COG annotation,P58036,Op16
b4055,aphA,NC_000913.3,,4269414,4270127,+,acid phosphatase/phosphotransferase,Function unknown,P0AE22,Op2234
b4056,yjbQ,NC_000913.3,,4270238,4270654,+,UPF0047 protein YjbQ,Function unknown,P0AF48,Op2235
b4057,yjbR,NC_000913.3,,4270658,4271014,+,PF04237 family protein YjbR,Function unknown,P0AF50,Op2235
b4058,uvrA,NC_000913.3,,4271049,4273871,-,excision nuclease subunit A,"Replication, recombination and repair",P0A698,Op2236
b4059,ssb,NC_000913.3,,4274125,4274661,+,ssDNA-binding protein,"Replication, recombination and repair",P0AGE0,Op2237
b4060,yjcB,NC_000913.3,,4274760,4275041,-,uncharacterized protein YjcB,Function unknown,P32700,Op2238
b4061,pdeC,NC_000913.3,,4275471,4277057,+,c-di-GMP phosphodiesterase PdeC,Signal transduction mechanisms,P32701,Op2239
b4062,soxS,NC_000913.3,,4277060,4277383,-,DNA-binding transcriptional dual regulator SoxS,Transcription,P0A9E2,Op2240
b4063,soxR,NC_000913.3,,4277469,4277933,+,DNA-binding transcriptional dual regulator SoxR,Transcription,P0ACS2,Op2241
b4064,ghxP,NC_000913.3,,4278479,4279828,+,guanine/hypoxanthine transporter GhxP,Function unknown,P0AF52,Op2242
b4065,yjcE,NC_000913.3,,4279980,4281629,+,putative transporter YjcE,Inorganic ion transport and metabolism,P32703,Op2243
b4066,yjcF,NC_000913.3,,4281783,4283075,-,pentapeptide repeat-containing protein YjcF,Function unknown,P32704,Op2244
b4067,actP,NC_000913.3,,4283253,4284902,-,acetate/glycolate:cation symporter,Inorganic ion transport and metabolism,P32705,Op2245
b4068,yjcH,NC_000913.3,,4284899,4285213,-,DUF485 domain-containing inner membrane protein YjcH,Function unknown,P0AF54,Op2245
b4069,acs,NC_000913.3,,4285413,4287371,-,acetyl-CoA synthetase (AMP-forming),Nucleotide transport and metabolism,P27550,Op2245
b4070,nrfA,NC_000913.3,,4287764,4289200,+,cytochrome c552 nitrite reductase,Energy production and conversion,P0ABK9,Op2246
b4071,nrfB,NC_000913.3,,4289245,4289811,+,periplasmic nitrite reductase penta-heme c-type cytochrome,Energy production and conversion,P0ABL1,Op2246
b4072,nrfC,NC_000913.3,,4289808,4290479,+,putative menaquinol-cytochrome c reductase 4Fe-4S subunit,Energy production and conversion,P0AAK7,Op2246
b4073,nrfD,NC_000913.3,,4290476,4291432,+,putative menaquinol-cytochrome c reductase subunit NrfD,Inorganic ion transport and metabolism,P32709,Op2246
b4074,nrfE,NC_000913.3,,4291512,4293170,+,putative cytochrome c-type biogenesis protein NrfE,"Post-translational modification, protein turnover, and chaperones",P32710,Op2246
b4075,nrfF,NC_000913.3,,4293163,4293546,+,putative formate-dependent nitrite reductase complex subunit NrfF,Inorganic ion transport and metabolism,P32711,Op2246
b4076,nrfG,NC_000913.3,,4293543,4294139,+,putative formate-dependent nitrite reductase complex subunit NrfG,"Post-translational modification, protein turnover, and chaperones",P32712,Op2246
b4077,gltP,NC_000913.3,,4294481,4295794,+,glutamate/aspartate : H(+) symporter GltP,Energy production and conversion,P21345,Op2247
b4078,yjcO,NC_000913.3,,4296436,4297125,-,Sel1 repeat-containing protein YjcO,Function unknown,P0AF56,Op2248
b4079,fdhF,NC_000913.3,,4297219,4299366,-,formate dehydrogenase H,Energy production and conversion,P07658,Op2249
b4080,mdtP,NC_000913.3,,4299564,4301030,-,putative multidrug efflux pump outer membrane channel,Cell wall/membrane/envelope biogenesis,P32714,Op2250
b4081,mdtO,NC_000913.3,,4301027,4303078,-,putative multidrug efflux pump subunit MdtO,"Intracellular trafficking, secretion, and vesicular transport",P32715,Op2250
b4082,mdtN,NC_000913.3,,4303078,4304109,-,putative multidrug efflux pump membrane fusion protein,Defense mechanisms,P32716,Op2250
b4622,ytcA,NC_000913.3,,4304128,4304403,-,putative lipoprotein YtcA,Function unknown,A5A630,Op16
b4083,yjcS,NC_000913.3,,4304612,4306597,-,linear primary-alkylsulfatase,"Secondary metabolites biosynthesis, transport, and catabolism",P32717,Op2251
b4084,alsK,NC_000913.3,,4306870,4307799,-,D-allose kinase,Nucleotide transport and metabolism,P32718,Op2252
b4085,alsE,NC_000913.3,,4307783,4308478,-,D-allulose-6-phosphate 3-epimerase,Carbohydrate transport and metabolism,P32719,Op2253
b4086,alsC,NC_000913.3,,4308489,4309469,-,D-allose ABC transporter membrane subunit,Carbohydrate transport and metabolism,P32720,Op2253
b4087,alsA,NC_000913.3,,4309448,4310980,-,D-allose ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,P32721,Op2253
b4088,alsB,NC_000913.3,,4311107,4312042,-,D-allose ABC transporter periplasmic binding protein,Carbohydrate transport and metabolism,P39265,Op2253
b4089,alsR,NC_000913.3,,4312101,4312991,-,DNA-binding transcriptional repressor AlsR,Transcription,P0ACS7,Op2253
b4090,rpiB,NC_000913.3,,4313350,4313799,+,allose-6-phosphate isomerase/ribose-5-phosphate isomerase B,Carbohydrate transport and metabolism,P37351,Op2254
b4487,yjdP,NC_000913.3,,4313868,4314197,+,protein YjdP,No COG annotation,Q6BEX5,Op2255
b4092,phnP,NC_000913.3,,4314344,4315102,-,5-phospho-alpha-D-ribosyl 1%2C2-cyclic phosphate phosphodiesterase,Function unknown,P16692,Op2256
b4093,phnO,NC_000913.3,,4315104,4315538,-,aminoalkylphosphonate N-acetyltransferase,Transcription,P16691,Op2256
b4094,phnN,NC_000913.3,,4315525,4316082,-,ribose 1%2C5-bisphosphate phosphokinase,Nucleotide transport and metabolism,P16690,Op2256
b4095,phnM,NC_000913.3,,4316082,4317218,-,RPnTP hydrolase,Inorganic ion transport and metabolism,P16689,Op2256
b4096,phnL,NC_000913.3,,4317215,4317895,-,methylphosphonate degradation complex subunit PhnL,Inorganic ion transport and metabolism,P16679,Op2256
b4097,phnK,NC_000913.3,,4318006,4318764,-,carbon-phosphorus lyase subunit PhnK,Inorganic ion transport and metabolism,P16678,Op2256
b4098,phnJ,NC_000913.3,,4318761,4319606,-,carbon-phosphorus lyase core complex subunit PhnJ,Coenzyme transport and metabolism,P16688,Op2256
b4099,phnI,NC_000913.3,,4319599,4320663,-,carbon-phosphorus lyase core complex subunit PhnI,Inorganic ion transport and metabolism,P16687,Op2256
b4100,phnH,NC_000913.3,,4320663,4321247,-,carbon-phosphorus lyase core complex subunit PhnH,Inorganic ion transport and metabolism,P16686,Op2256
b4101,phnG,NC_000913.3,,4321244,4321696,-,carbon-phosphorus lyase core complex subunit PhnG,Inorganic ion transport and metabolism,P16685,Op2256
b4102,phnF,NC_000913.3,,4321697,4322422,-,putative transcriptional regulator PhnF,Transcription,P16684,Op2256
b4105,phnD,NC_000913.3,,4323336,4324352,-,phosphonate/phosphate ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,P16682,Op2256
b4106,phnC,NC_000913.3,,4324377,4325165,-,phosphonate/phosphate ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,P16677,Op2256
b4107,yjdN,NC_000913.3,,4325298,4325741,-,PF06983 family protein YjdN,Function unknown,P16681,Op2257
b4108,yjdM,NC_000913.3,,4326399,4326734,-,zinc ribbon domain-containing protein YjdM,Inorganic ion transport and metabolism,P0AFJ1,Op2258
b4109,rdcA,NC_000913.3,,4327135,4329363,+,regulator of diguanylate cyclase RdcA,Function unknown,P0DM85,Op2259
b4110,rdcB,NC_000913.3,,4329360,4330238,+,regulator of diguanylate cyclase RdcB,Function unknown,P39267,Op2259
b4111,proP,NC_000913.3,,4330502,4332004,+,osmolyte:H(+) symporter ProP,Amino acid transport and metabolism,P0C0L7,Op2260
b4703,pmrR,NC_000913.3,,4332116,4332205,+,putative bitopic inner membrane protein,No COG annotation,G3MTW7,Op16
b4112,basS,NC_000913.3,,4332181,4333272,-,sensor histidine kinase BasS,Signal transduction mechanisms,G1E6H3,Op2261
b4113,basR,NC_000913.3,,4333282,4333950,-,DNA-binding transcriptional dual regulator BasR,Transcription,P30843,Op2261
b4114,eptA,NC_000913.3,,4333947,4335590,-,phosphoethanolamine transferase EptA,Function unknown,P30845,Op2262
b4115,adiC,NC_000913.3,,4335694,4337031,-,arginine:agmatine antiporter,Amino acid transport and metabolism,P60061,Op2263
b4116,adiY,NC_000913.3,,4337168,4337929,-,DNA-binding transcriptional activator AdiY,Transcription,P33234,Op2264
b4117,adiA,NC_000913.3,,4338254,4340521,-,arginine decarboxylase%2C degradative,Amino acid transport and metabolism,P28629,Op2265
b4118,melR,NC_000913.3,,4340720,4341628,-,DNA-binding transcriptional dual regulator MelR,Transcription,P0ACH8,Op2266
b4119,melA,NC_000913.3,,4341911,4343266,+,alpha-galactosidase,Carbohydrate transport and metabolism,P06720,Op2267
b4120,melB,NC_000913.3,,4343369,4344790,+,melibiose:H(+)/Na(+)/Li(+) symporter,Inorganic ion transport and metabolism,P02921,Op2267
b4121,yjdF,NC_000913.3,,4344929,4345558,-,DUF2238 domain-containing inner membrane protein YjdF,Function unknown,P39270,Op2268
b4122,fumB,NC_000913.3,,4345680,4347326,-,fumarase B,Energy production and conversion,P14407,Op2269
b4123,dcuB,NC_000913.3,,4347404,4348744,-,anaerobic C4-dicarboxylate transporter DcuB,Function unknown,P0ABN9,Op2269
b4124,dcuR,NC_000913.3,,4349315,4350034,-,DNA-binding transcriptional activator DcuR,Transcription,P0AD01,Op2270
b4125,dcuS,NC_000913.3,,4350031,4351662,-,sensor histidine kinase DcuS,Signal transduction mechanisms,P0AEC8,Op2270
b4126,yjdI,NC_000913.3,,4351843,4352073,+,PF06902 family protein YjdI,Function unknown,P0AF59,Op2271
b4127,yjdJ,NC_000913.3,,4352085,4352357,+,putative N-acetyltransferase YjdJ,Function unknown,P39274,Op2271
b4128,ghoS,NC_000913.3,,4352584,4352880,+,antitoxin of the GhoTS toxin-antitoxin system,No COG annotation,P0AF61,Op2272
b4559,ghoT,NC_000913.3,,4352908,4353081,+,toxin of the GhoTS toxin-antitoxin system,Function unknown,P64646,Op2272
b4129,lysU,NC_000913.3,,4353200,4354717,-,lysine--tRNA ligase/Ap4A synthetase/Ap3A synthetase,"Translation, ribosomal structure and biogenesis",P0A8N5,Op2273
b4130,dtpC,NC_000913.3,,4354954,4356411,-,dipeptide/tripeptide:H(+) symporter DtpC,Amino acid transport and metabolism,P39276,Op2274
b4131,cadA,NC_000913.3,,4356470,4358617,-,lysine decarboxylase 1,Amino acid transport and metabolism,P0A9H3,Op2275
b4132,cadB,NC_000913.3,,4358697,4360031,-,lysine:cadaverine antiporter,Amino acid transport and metabolism,P0AAE8,Op2275
b4133,cadC,NC_000913.3,,4360396,4361934,-,DNA-binding transcriptional activator CadC,Transcription,P23890,Op2276
b4135,yjdC,NC_000913.3,,4362733,4363308,-,putative DNA-binding transcriptional regulator YjdC,Transcription,P0ACU7,Op2277
b4136,dsbD,NC_000913.3,,4363345,4365042,-,thiol-disulfide exchange protein DsbD,Energy production and conversion,P36655,Op2277
b4137,cutA,NC_000913.3,,4365018,4365356,-,copper binding protein CutA,Inorganic ion transport and metabolism,P69488,Op2278
b4138,dcuA,NC_000913.3,,4365472,4366773,-,C4-dicarboxylate transporter DcuA,Function unknown,P0ABN5,Op2279
b4139,aspA,NC_000913.3,,4366891,4368327,-,aspartate ammonia-lyase,Amino acid transport and metabolism,P0AC38,Op2279
b4140,fxsA,NC_000913.3,,4368664,4369140,+,protein FxsA,Function unknown,P37147,Op2280
b4141,yjeH,NC_000913.3,,4369156,4370412,-,L-methionine/branched chain amino acid exporter,Amino acid transport and metabolism,P39277,Op2281
b4142,groS,NC_000913.3,,4370688,4370981,+,cochaperonin GroES,"Post-translational modification, protein turnover, and chaperones",P0A6F9,Op2282
b4143,groL,NC_000913.3,,4371025,4372671,+,chaperonin GroEL,"Post-translational modification, protein turnover, and chaperones",P0A6F5,Op2282
b4144,yjeI,NC_000913.3,,4372809,4373162,+,DUF4156 domain-containing lipoprotein YjeI,Function unknown,P0AF70,Op2283
b4145,yjeJ,NC_000913.3,,4373365,4374234,-,protein YjeJ,Function unknown,P39279,Op2284
b4146,epmB,NC_000913.3,,4374629,4375657,-,lysine 2%2C3-aminomutase,Energy production and conversion,P39280,Op2285
b4147,efp,NC_000913.3,,4375699,4376265,+,protein chain elongation factor EF-P,"Translation, ribosomal structure and biogenesis",P0A6N4,Op2286
b4410,ecnA,NC_000913.3,,4376317,4376442,+,entericidin A lipoprotein%2C antidote to entericidin B,Function unknown,P0ADB4,Op2287
b4411,ecnB,NC_000913.3,,4376553,4376699,+,bacteriolytic entericidin B lipoprotein,Function unknown,P0ADB7,Op2287
b4148,gdx,NC_000913.3,,4376875,4377192,+,guanidinium exporter,"Intracellular trafficking, secretion, and vesicular transport",P69937,Op2288
b4149,blc,NC_000913.3,,4377189,4377722,-,outer membrane lipoprotein Blc,Cell wall/membrane/envelope biogenesis,P0A901,Op2289
b4150,ampC,NC_000913.3,,4377811,4378944,-,beta-lactamase,Defense mechanisms,P00811,Op2290
b4151,frdD,NC_000913.3,,4379007,4379366,-,fumarate reductase membrane protein FrdD,Energy production and conversion,P0A8Q3,Op2291
b4152,frdC,NC_000913.3,,4379377,4379772,-,fumarate reductase membrane protein FrdC,Energy production and conversion,P0A8Q0,Op2291
b4153,frdB,NC_000913.3,,4379783,4380517,-,fumarate reductase iron-sulfur protein,Energy production and conversion,P0AC47,Op2291
b4154,frdA,NC_000913.3,,4380510,4382318,-,fumarate reductase flavoprotein subunit,Energy production and conversion,P00363,Op2291
b4155,epmA,NC_000913.3,,4382643,4383620,+,EF-P-lysine lysyltransferase,"Translation, ribosomal structure and biogenesis",P0A8N7,Op2292
b4156,yjeM,NC_000913.3,,4383839,4385341,+,putative transporter YjeM,Inorganic ion transport and metabolism,P39282,Op2293
b4157,yjeN,NC_000913.3,,4385393,4385707,+,uncharacterized protein YjeN,No COG annotation,P39283,Op2294
b4158,yjeO,NC_000913.3,,4385704,4386018,+,DUF2645 domain-containing inner membrane protein YjeO,Function unknown,P39284,Op2294
b4159,mscM,NC_000913.3,,4386047,4389370,-,miniconductance mechanosensitive channel MscM,Cell wall/membrane/envelope biogenesis,P39285,Op2295
b4160,psd,NC_000913.3,,4389392,4390360,-,phosphatidylserine decarboxylase proenzyme,Lipid transport and metabolism,P0A8K1,Op2295
b4161,rsgA,NC_000913.3,,4390457,4391509,-,ribosome small subunit-dependent GTPase A,"Translation, ribosomal structure and biogenesis",P39286,Op2296
b4162,orn,NC_000913.3,,4391604,4392149,+,oligoribonuclease,RNA processing and modification,P0A784,Op2297
b4670,yjeV,NC_000913.3,,4392892,4392945,+,uncharacterized protein YjeV,No COG annotation,C1P621,Op2298
b4166,queG,NC_000913.3,,4392928,4394067,-,epoxyqueuosine reductase,Energy production and conversion,P39288,Op2299
b4167,nnr,NC_000913.3,,4394066,4395613,+,NAD(P)HX epimerase/NAD(P)HX dehydratase,Coenzyme transport and metabolism,P31806,Op2300
b4168,tsaE,NC_000913.3,,4395585,4396046,+,N(6)-L-threonylcarbamoyladenine synthase%2C TsaE subunit,Function unknown,P0AF67,Op2300
b4169,amiB,NC_000913.3,,4396065,4397402,+,N-acetylmuramoyl-L-alanine amidase B,Cell wall/membrane/envelope biogenesis,P26365,Op2300
b4170,mutL,NC_000913.3,,4397412,4399259,+,DNA mismatch repair protein MutL,"Replication, recombination and repair",P23367,Op2300
